PROJECT_ID,COMMIT_HASH,LINES_ADDED,LINES_REMOVED,num_commit,lines_added_last_commits,lines_removed_last_commits
org.apache:cocoon,2372a30b447dc916fb7617834d5abd17fc1c872d,483,282,42114,478,587
org.apache:cocoon,8d4f08288efdb3c7c86f3efaf910957af69ee74c,74,84,42142,803,648
org.apache:cocoon,1be8ae6957f84ef136b4d4f47b6ca64a02f59ffd,10,9,42264,854,709
org.apache:cocoon,3b2dcce9b164af203615777a9b187eb816206b7b,112,21,42399,743,575
org.apache:cocoon,a9470c374f57f1da3fa59cb916c85c74fc8dfe7b,31,11,42442,815,530
org.apache:cocoon,0c79e555baadbbf1151c7ed20d6af2e66df64faa,71,45,42606,710,407
org.apache:cocoon,963be927350de6fd6bdcf79f33f83b36a80b9178,3,3,43047,298,170
org.apache:cocoon,32bae69a93ab20153307033708eae6fc516cc884,193,12,43056,227,89
org.apache:cocoon,76e3be47942426345bd385faecc40cd3464ac2f4,413,284,43101,410,92
org.apache:cocoon,0c35df7ccd0122e5905bd27224b904445d3c590a,134,40,43132,711,355
org.apache:cocoon,3e463a3a485dbbca0b5a19fadfd0a43ba04cf1a8,320,253,43248,814,384
org.apache:cocoon,b7d827f1761b996101878d593025d7ca93488d70,11,18,43308,1063,592
org.apache:cocoon,b6f269d5362b2b31b6e38f8fb5eb905c28bbfb86,68,54,43338,1071,607
org.apache:cocoon,b29dbddd9d34689e5cd27b8c861daef096b2c49a,269,135,43582,946,649
org.apache:cocoon,3eb89d0178aa5b4d648d4ce0dad847fd2bec6431,7,37,43656,802,500
org.apache:cocoon,c7a36c8abcafe216d5cf43f9db970feea4932cf7,35,11,43658,675,497
org.apache:cocoon,54c282436c214f38cc03501df6047264a7e90f87,3,3,43902,390,255
org.apache:cocoon,9aea573819f8e6afea83e8b426580b9ab37d83b6,225,203,43998,382,240
org.apache:cocoon,7c7c09b2fbe85da739398dd54fada5e89d612bf1,157,17,44199,539,389
org.apache:cocoon,55b114c703def66cad59a71be358329d4b44f7a8,104,80,44358,427,271
org.apache:cocoon,db52a8b847e3ebeb00649bf8a146a76856279207,129,12,44484,524,314
org.apache:cocoon,7147c549f08dc7f48f2f64ef5144265816ec7ed6,33,1,45094,618,315
org.apache:cocoon,1318a3e0df6f7b1d0cbd4da9e320368821f69f9b,19,141,45116,648,313
org.apache:cocoon,5242c49b6453460b6a5beea9d8714d71d2175454,52,10,45462,442,251
org.apache:cocoon,48761f1f43c60250a863eb29750fe29bc72ecf7c,3,3,45614,337,244
org.apache:cocoon,893577db21bfb1c6781563ea8470a16e4d5a1901,111,117,45694,236,167
org.apache:cocoon,1bdcae15c39277c1ff61e93ba311d373448a8229,1,1,46035,218,272
org.apache:cocoon,eaa067e4c757122d7438dcc042555a592d369930,23,24,46246,186,272
org.apache:cocoon,6afc7205e1fe94ce7ea45b94b42410f17810ca1a,8,40,46347,190,155
org.apache:cocoon,9e95f26c96a9bf822e5fdf05a94b797b8a39b71c,37,11,46738,146,185
org.apache:cocoon,7e7ad61683daaae9669ef91a81c4579ca44c8ae0,8,7,46754,180,193
org.apache:cocoon,a00456bb661cdb877ad488f81ceabb84b82d435b,112,50,46816,77,83
org.apache:cocoon,c9d4c6b5188713e3b9a82be7e369787ab24cd10d,114,71,46938,188,132
org.apache:cocoon,61ecd2b3bc74f9138be968cc4cc4f177796e7b46,2,3,46998,279,179
org.apache:cocoon,dce0a60d4222cda983bd523e723f89503c20e36c,40,42,47109,273,142
org.apache:cocoon,9c7ba7958d6edb542df8548dd73080ee56447d12,195,118,47145,276,173
org.apache:cocoon,f38c111aaab5f2938719123a32df35f707359d27,2,2,47838,463,284
org.apache:cocoon,735bf876cc07ec66b2b0f7dc52e05d973ae1bc22,2,179,47840,353,236
org.apache:cocoon,9e6c04bfcfb23877876574fdad6c3030bdd09c3c,116,30,48080,241,344
org.apache:cocoon,cadda8d23007f930941bf724d17488539b67f5ee,3,3,48746,355,371
org.apache:cocoon,b514e6c54214a161c31a252b3330cdb0d8d3836c,0,0,48822,318,332
org.apache:cocoon,c519bc72a7c6c53e34450f096c0df1859c5c4a0c,207,116,48868,123,214
org.apache:cocoon,161229c3f9928d48772feb0a2dd5376fb66e2ffc,57,32,48976,328,328
org.apache:cocoon,d55e241ec68563e8d5d9f3acd05f7cf684cf5f3b,53,120,49064,383,181
org.apache:cocoon,88be09a0322789851e6ee2c592e8c86e43b0a112,17,20,49068,320,271
org.apache:cocoon,8d1fb5b9beedf924f78040f4fe640e9f6613a07b,210,60,49233,334,288
org.apache:cocoon,52655bb65dfe8dca0c7df7e34703d58bb6f73261,4,1,49240,544,348
org.apache:cocoon,b2bd6153be0302031e73bc31ecc57a223db63784,2,2,49252,341,233
org.apache:cocoon,8435e0af6f6bee71277069f58dbc09568fda69cc,203,134,49335,286,203
org.apache:cocoon,9a4f3c040d235f55b398f66c79c2991cf33dd6c6,57,45,49800,436,217
org.apache:cocoon,25666c5d84b01239b152880d390f3c1692920fb2,44,48,50223,476,242
org.apache:cocoon,6e9d4eff471a80233442ddc22b281587def8487a,2,2,50582,310,230
org.apache:cocoon,481d75a920c12f9c70112d9058a8ca940bf62fd6,2,2,50678,308,231
org.apache:cocoon,7d7b5ff9c27baa46df329d2d83ee5d3533f8ea68,7,6,50768,308,231
org.apache:cocoon,de1229ae1c9b9c04be580560d6f96cf9954ff3ca,2,2,50808,112,103
org.apache:cocoon,8c46dbcb65d60f6aa9d5c322ed7f158120371d63,83,33,50895,57,60
org.apache:cocoon,333489bae029d8cb14940aa3c18a193946086ab4,13,2,50928,96,45
org.apache:cocoon,7548bab4310d2b67a64fab731843633c4b0b315a,166,75,51507,107,45
org.apache:cocoon,d4662b04895c1bf8c9c4d450e94c61d643523981,32,13,52014,271,118
org.apache:cocoon,ea035f9d9bd85490f67036d923276f232137602a,26,13,52022,296,125
org.apache:cocoon,606955a9518682ca2048c42813c2ab801fc5a3d1,32,21,52146,320,136
org.apache:cocoon,fe86fb18f60dfaa35b2b59b5218485ea404ccdae,3,3,52164,269,124
org.apache:cocoon,58638ffdbd700e064e9eab2ce41e0ad393c9e010,33,28,52416,259,125
org.apache:cocoon,dcdc1f26d80c303acb1a5a188ad225eceb26d206,309,275,53496,126,78
org.apache:cocoon,13cd9f1d7f973faac2d09c0f332ba197399969c8,74,8,54417,403,340
org.apache:cocoon,602be9569aa98f7b707e1836bc1e80b81b90edf1,25,9,54436,451,335
org.apache:cocoon,540a532911c0294ba52d726a4e8c3ee39f029aab,61,78,54876,444,323
org.apache:cocoon,80f7017590ea0a40dd4ea47378962ab78fce5e84,16,5,55260,502,398
org.apache:cocoon,52c7749bc7655b87124e22ba8bf77516422a7588,120,28,55374,485,375
org.apache:cocoon,d2cac91f766dddc367732ddc625df388ec2e1c1c,5,5,55563,296,128
org.apache:cocoon,82a4e041150b46e1bd1c50087e848895126e48f2,116,17,55704,227,125
org.apache:cocoon,da2c11248665c862dc53639952e00d21b50fd5bb,408,354,55764,318,133
org.apache:cocoon,9e75bbf03cd28c51f991d6198a70bd7242b5fb46,76,68,55848,665,409
org.apache:cocoon,8a89f6326e7ab42e1e339a7c57e71113d652d555,182,56,56001,725,472
org.apache:cocoon,6e293ea661b7c21f198ab44d7baa18a678f5921d,104,70,56010,787,500
org.apache:cocoon,418edd7ab7f794148a4e7497d44f47d2f05e63e2,86,77,56692,886,565
org.apache:cocoon,4e73078aa36b56d38668c89f404d6e1026179bab,998,835,57591,856,625
org.apache:cocoon,940e73a48fba9c8045cbdf473f616a1336926ed5,78,20,57800,1446,1106
org.apache:cocoon,b61b752b0b6c3e72f47b177dca74ec7b98e0fc0d,64,37,57860,1448,1058
org.apache:cocoon,16a3b7549deb210c50fead644f02eb2e9ae02596,70,28,58131,1330,1039
org.apache:cocoon,b70859d633a232fa637c48fa306fa289618f647f,122,20,58206,1296,997
org.apache:cocoon,eaa476903d96616383ed124a457c506b9d7fe223,120,164,58209,1332,940
org.apache:cocoon,1ee191784db6e1f2c2727231b34d17b1230c7983,22,163,58380,454,269
org.apache:cocoon,0c3cd2c5be44a4ad63712c5ba2b8312d991926b2,15,7,58383,398,412
org.apache:cocoon,a92ac8d6d00042b48c83a3bcdad2f456aca05bac,9,6,58731,349,382
org.apache:cocoon,417c5716c878d91afe49f8ca9aad49a12bad0e19,381,337,58833,288,360
org.apache:cocoon,37a49ccfc4c52b627e4c2c89d1af48e0687f93b2,419,177,59370,547,677
org.apache:cocoon,4ea3cb47a4cc3e6490c14c230e8a7c17463c7636,411,55,59787,846,690
org.apache:cocoon,f5d08a5fdd223b8f4299f55f2d3206b30e6d5c1b,277,22,59934,1235,582
org.apache:cocoon,5ab99e3b59e43336ab563cd4ff0e751c346e96a1,632,819,60236,1497,597
org.apache:cocoon,a43973234a4fe7d3ee3c5c4635bbfb4f83486366,56,27,60255,2120,1410
org.apache:cocoon,080a1590d6116ec649e7abaec5e186a7a7ce370d,222,144,60564,1795,1100
org.apache:cocoon,d9666cec6239c095fb79411d8d2c46753cd5abd8,37,37,60912,1598,1067
org.apache:cocoon,d226529ed2436a39774f0907d4fa9663197280cf,70,24,61464,1224,1049
org.apache:cocoon,661cf13416dc7608665169376e0ea01893d9c13d,222,97,61473,1017,1051
org.apache:cocoon,4f5114f1d0278a47e215291405cd105e087bae5f,79,93,61569,607,329
org.apache:cocoon,d6060f9e43dfe6f626cd7117eaecae1c8a0f6952,221,163,62463,630,395
org.apache:cocoon,77b0a6969dbdef811823438b0ac8c446c0a1d4e2,172,147,62476,629,414
org.apache:cocoon,dbf5d042d4db3e584c42b88fdf6ea35038af7b85,4,6,62934,764,524
org.apache:cocoon,1232cb3ae0079c69a05be55979f33a0856be1777,31,31,63216,698,506
org.apache:cocoon,3cdfd9eb7104ba249068b1e24b9667f5a3d2f96e,123,14,63348,507,440
org.apache:cocoon,876d5125e3fc1ee2fbca5eaefe266aad859030da,82,59,63453,551,361
org.apache:cocoon,66717d8a8da2a9dfbc14c9fb1513ae5f109deb7d,16,58,63540,412,257
org.apache:cocoon,dba7d80b3f20be15fd4e58137aed5c8cdb81b783,0,0,63792,256,168
org.apache:cocoon,ca40259cc366e6f302169d561680b047d8b498eb,60,63,63932,252,162
org.apache:cocoon,8860fff1c8413e76a09a972b687cd9cb15231a31,168,3,64233,281,194
org.apache:cocoon,98dfb7bc9485833e7cb5cc76657cfb27023bffe8,53,209,64608,326,183
org.apache:cocoon,626c5b3d2f4dd6063d1fa58979b2578d4e2ef590,50,19,64986,297,333
org.apache:cocoon,0a7d2e8382cf5411f290f7ac2886243de6da4f84,77,83,65169,331,294
org.apache:cocoon,65ba8f33adf236af1f9d219ba914752c9261d51e,74,23,65367,408,377
org.apache:cocoon,56f824fafbb62aa27c157ff70fbdf13bca2efce2,62,78,65656,422,337
org.apache:cocoon,d4bb6322e2c27271ccdb9d54890f617e8de8a4bc,40,3,65808,316,412
org.apache:cocoon,c3d5b2358b45b62e21e0f4e520b4df79c87d1135,0,0,65844,303,206
org.apache:cocoon,da58b9c6926330bd42a36a9efad7c59a65851d90,7,6,66759,253,187
org.apache:cocoon,728ef4b68156f6f00c5f11e385d45c6a1508e0fc,61,34,66819,183,110
org.apache:cocoon,da5434cd7802eea544f17a4c2972bf2824e7d1b4,61,35,66837,170,121
org.apache:cocoon,818b95000a7cb0f3c0c6f983e5ac358d91eb319e,4,4,67560,169,78
org.apache:cocoon,ca2d864f3c991fe3ca1b0935de5824392423a167,321,197,67755,133,79
org.apache:cocoon,6769f5203a439d8aec3fb2e2025d05c97774373c,28,19,67926,454,276
org.apache:cocoon,75e4633d4d83a57a5608d7bf66b693d96939d56a,1,1,68125,475,289
org.apache:cocoon,5da1d893b0c54120bde2e035660327d28cac062d,6,6,68992,415,256
org.apache:cocoon,1d69ca95265f8af4c735e97f4aa46c2a40b237bf,101,60,69207,360,227
org.apache:cocoon,101c7d4528ab935d1cccb5a7f7934751eb2f402e,91,130,69327,457,283
org.apache:cocoon,53485382b0668f239966af6b4c42d790f37bde46,4,4,69621,227,216
org.apache:cocoon,743a34eb919c077ffce41d41823c100df98c62c7,38,41,69837,203,201
org.apache:cocoon,54592579dddc327185648ecaff4e9c9ec0ae1309,84,88,70119,240,241
org.apache:cocoon,e967007c44d3e83096bd0ce1ff4fcb57543ab25c,47,35,70300,318,323
org.apache:cocoon,fb5cb2625c1dcd4d080ff4edda7d890c7df11b22,536,223,70300,264,298
org.apache:cocoon,73fb0b0e5ae295467fa84b87290a025e0cf2ef3e,78,41,70652,709,391
org.apache:cocoon,6e14b773073578b557f31495c25c95719cbe3afd,286,337,71095,783,428
org.apache:cocoon,11d20b13460774ad0aca9e4a3cbe71970529b8ab,48,104,71148,1031,724
org.apache:cocoon,f61604a414b0a1c419f6961c500010cad2de0125,78,26,71430,995,740
org.apache:cocoon,6b561fe03bf19fe212bdb124014b4ffa62322666,48,76,71515,1026,731
org.apache:cocoon,62f090f7f9895e57865f8bb446f95eb2cef6138f,1,24,71708,538,584
org.apache:cocoon,7ebf2a5c5dc4d5d3ed20ede31609ef61fbe80230,98,55,71859,461,567
org.apache:cocoon,380dc67fe84e7c62c419dc79e2e69f831346dd1f,451,318,73165,273,285
org.apache:cocoon,f2582b02497c6956ee41d0eab18866f5129d8ed7,601,128,73250,676,499
org.apache:cocoon,51413876bc8d4a958635c53de94ea8ed66b43a5c,3,4,73503,1199,601
org.apache:cocoon,adfba206c311cfb85fa6127826d39265c1311677,130,48,74060,1154,529
org.apache:cocoon,793753ec7ccf6a9c55f0a91c4c53961c08cbbcd2,2,25,74164,1283,553
org.apache:cocoon,b62f052d6b80c294900f790228737ea1204da846,187,12,74280,1187,523
org.apache:cocoon,5d463ebb91095e864cc32169df2607a06be80f22,514,418,74576,923,217
org.apache:cocoon,81cd624bbae412cad735fca3450971b480c8504c,52,27,74688,836,507
org.apache:cocoon,def7c5c10d42316f6b6f731d150b9c121b0637b1,152,102,75174,885,530
org.apache:cocoon,2c6df4b372cbf6f1a3bb4ce6ab4097be776a7824,452,85,75495,907,584
org.apache:cocoon,54f9d8b8975796b9568e10beab37cc8e26d46a4f,86,90,76125,1357,644
org.apache:cocoon,ec37a0f774e14d5d865321ea888894632605131f,85,35,76479,1256,722
org.apache:cocoon,2ff0fc8245edd8245334b8fc8472130ea22d600a,151,161,76600,827,339
org.apache:cocoon,5f1fabe5b106072df559951771c3e6b6ef9def59,247,93,76750,926,473
org.apache:cocoon,53fc57ab1e30a8218914ba27cbe2729499393bbf,116,121,76884,1021,464
org.apache:cocoon,1e309d7962a4043504ecd384b5a9a0cbb080d836,55,55,77313,685,500
org.apache:cocoon,cee5ba197876d7869579d98664d6212104f03040,29,35,77540,654,465
org.apache:cocoon,ea4b6098dea3fba7c47f95757bdc5210ccfc73e6,40,17,77600,598,465
org.apache:cocoon,9cfd4a559f79f2c9ddc09a8e9a8f0485ae7748b0,463,24,77870,487,321
org.apache:cocoon,54bc596edb3e8e464a7f3581bce50a343c413c0e,197,122,78000,703,252
org.apache:cocoon,52f3f5676a32d05a8f3b3fc1f2b2ba96efba510c,11,11,78556,784,253
org.apache:cocoon,e613903ea647a602a3b34dcba6e096a2be099781,339,192,78980,740,209
org.apache:cocoon,4bee5279f2c6ede7a3bf717b24ba2292a7f15282,136,106,79164,1050,366
org.apache:cocoon,180e38a70eec8b21b43e650060b2980131f91a1a,164,164,79216,1146,455
org.apache:cocoon,02a27e6f78c8c118ceb15040b8520ef5bfdeab8d,886,1214,79650,847,595
org.apache:cocoon,884d2fb89043b28373da665da41986e6f9c944b6,138,20,79980,1536,1687
org.apache:cocoon,7ca0ba49701f2dde3aebadc9c0801848d8ca542a,150,56,80190,1663,1696
org.apache:cocoon,6555f35e3d4a01b8ad426f846cda78ba4372e868,189,96,80210,1474,1560
org.apache:cocoon,e50d7f3745427351351279dc35fea25b3aa187d4,29,29,81464,1527,1550
org.apache:cocoon,bc0b217c31a70fa64bc6c864930fde144740ea33,80,29,81768,1392,1415
org.apache:cocoon,c134d1894dc5f63cdc396e97f12b4291d61cf72a,203,25,82108,586,230
org.apache:cocoon,b8c0691a3114363abb9e8f716850bcbc1daa4625,44,48,82320,651,235
org.apache:cocoon,da637564cb5aa84de8d1099e0ec86e7a289a53d3,159,93,83358,545,227
org.apache:cocoon,ff77de3e95df5e058c6493a2c397289f0afa952a,67,788,83455,515,224
org.apache:cocoon,1b4ad36684ccc1b3a9f303bb2b6ca9b944685a6d,61,48,83576,553,983
org.apache:cocoon,73b5af0ac46816086db7fc9752b9a9b2bb772955,27,16,83684,534,1002
org.apache:cocoon,e13579011a0feb1ce5f917bd7d894ffcc703ce00,17,6,83916,358,993
org.apache:cocoon,b58c8eb3a5d5623ea112a83aa9663490973a903b,34,14,83956,331,951
org.apache:cocoon,bdcd056bf56024c994dfa41ff2769bab9efd6a26,241,113,84110,206,872
org.apache:cocoon,388082bfa2e1d0caef39d8d0e95c33930d13ea08,366,41,84124,380,197
org.apache:cocoon,7864cdde0fea6ed0616fe766457e2da9db367c9d,57,51,84140,685,190
org.apache:cocoon,4a0c264813dd65aacf1838374c997875b080cd01,5,8,84348,715,225
org.apache:cocoon,cb8ff902e59f9060a6d2fb631a1f69d35eb6c114,110,16,84544,703,227
org.apache:cocoon,cf08dbaa4804f35c336dd157543c9574a69846ef,142,50,84900,779,229
org.apache:cocoon,a337d389ff92897695b8ed0ca3cea15645c857bc,347,263,85230,680,166
org.apache:cocoon,bb6f2b062aceea3d6f623a518847cba9a477f0ba,197,167,85315,661,388
org.apache:cocoon,15fd56332a6d61c4ee5f644a3e46f37078df9ffa,441,54,85505,801,504
org.apache:cocoon,e7e9ce25b3450a728ce668c5e50da045911df571,124,16,86196,1237,550
org.apache:cocoon,76e9a890e24442b5eac99a273261e130cc3a0f7b,8,8,86220,1251,550
org.apache:cocoon,10d410ab3b0f282d50ef88769bef9b2e3fe70345,14,7,86328,1117,508
org.apache:cocoon,7e72c0055f36f7adf1117bbd90ccd044516ea360,154,172,86605,784,252
org.apache:cocoon,6b5fac1e4c215173bdf8799174a819b3bef116c9,84,49,87128,741,257
org.apache:cocoon,93968065d2558adb2003f84bc4e24003588f3b11,107,215,87260,384,252
org.apache:cocoon,f58cb4c7cada34f48c8eba8d10ca9c06340f6ff2,5,44,88020,367,451
org.apache:cocoon,cff236a76210b6402933210cf2b983d75d437e4e,39,39,88232,364,487
org.apache:cocoon,d92e9e39fffed9e63cef9a6e86c72bc3e1ee8fdb,14,16,88905,389,519
org.apache:cocoon,f304917bff2ba57ed3f411499ad89a6814d22948,311,281,89088,249,363
org.apache:cocoon,d3041f5ea614086eea0371f955ae29fb1ee37228,652,567,89140,476,595
org.apache:cocoon,1c94baa8b7d37dbff4f502ecc220469f291feef4,61,61,89364,1021,947
org.apache:cocoon,28bc3b71c296a8bcf965663215a1090568e7433f,80,19,90004,1077,964
org.apache:cocoon,e7dd2e5a3b9b76c5a79a3aa6612c0ee7000a16a0,108,24,90412,1118,944
org.apache:cocoon,971f6a3627a1936b0f1d24be2e4d6822dfda31fd,40,8,90860,1212,952
org.apache:cocoon,8b227c15b5950d83be2862409f228dcebb9d6099,16,16,91160,941,679
org.apache:cocoon,5180ac4feaab38ba3432587126f3e221a2a20661,98,9,91416,305,128
org.apache:cocoon,f57d6a235b3dd191256f41c5e0787fa8b7008b4c,542,316,91625,342,76
org.apache:cocoon,4df4f9bf4c4b9a6023c12386b6553cf823870ec3,35,9,91744,804,373
org.apache:cocoon,b722a93e76b0fe02a363d37b5e31fcea6fb5cf1e,334,66,92208,731,358
org.apache:cocoon,75861763d1c84c95fbfc7e5ba535fbde176c77ef,108,72,92210,1025,416
org.apache:cocoon,01f8f4b85c1c524858e66587a192a92219d7760d,146,231,92352,1117,472
org.apache:cocoon,92b7a03037dd8ae01b4d163b08758286f9c6b7c8,4,4,92448,1165,694
org.apache:cocoon,511e8511fc64ea0bb4f9cee7458168323d3ca911,555,458,92555,627,382
org.apache:cocoon,5334413845961466b62ea7818ef7166ed2cbb43f,336,237,92860,1147,831
org.apache:cocoon,7454b631f535939b416d5fb8b280548851acbf59,222,121,92864,1149,1002
org.apache:cocoon,044f9e99bea9e4178c59319198224689cab5b50b,174,142,92900,1263,1051
org.apache:cocoon,f799d2d165a0c6620a86b682e5390710959c2bc7,246,237,93186,1291,962
org.apache:cocoon,e7cf1d4f4d16e33d513c6827fde40abd462cefb8,2,4,93348,1533,1195
org.apache:cocoon,fcb56418f4a74e29fce142628fb86c8843741efb,260,6,93366,980,741
org.apache:cocoon,1aae31b7deb9ffc737ce39be7b2f2d710391fa37,13,10,93569,904,510
org.apache:cocoon,31644729bbe4daf89a66691a6631731e60e51414,190,83,93905,695,399
org.apache:cocoon,8a9cbff433d795dbaa0fbb92dcb6859dd938d7bf,3,3,94120,711,340
org.apache:cocoon,e54752318b2dac66dfab9cc27028dfaaf88f12df,283,104,94284,468,106
org.apache:cocoon,2a55d132f8d8945fdbef5d84c5aa13f02b6c322a,275,43,94810,749,206
org.apache:cocoon,af88429b1857ccd20102b73aa79c6f006568a63f,51,25,94964,764,243
org.apache:cocoon,a8982d7d7b947f45577fc40aa01073e44aec01f9,32,23,95060,802,258
org.apache:cocoon,b4da2a7e7ccad73defd41a8bec1ed944da4520a3,9,371,95074,644,198
org.apache:cocoon,94629328b9dbd22289da9c1bbedccf644c8f7a7c,80,64,96405,650,566
org.apache:cocoon,f28c3471e97bdcdaedd21ba59e72e2bdfd680563,46,62,96410,447,526
org.apache:cocoon,9c9310e875fece0d1af4a882f5c4b2b3be41ee4a,191,1,96485,218,545
org.apache:cocoon,c25e0d53b79bad24ca098f1c0c63efa4524c3fe8,40,167,97390,358,521
org.apache:cocoon,ff7dd2ba144b944e14075f413b66d96fb7b7e36e,90,64,98434,366,665
org.apache:cocoon,cacd847ddc62b0679052410155e5ba31d8210326,5,5,98476,447,358
org.apache:cocoon,3c1e80f8754eb8fdc292b4f0a84e6e812f336602,200,161,98530,372,299
org.apache:cocoon,3a8fab3c7997d874b9de706b8b71b0faa2693d8d,8,4,98648,526,398
org.apache:cocoon,8894bc2829f53ffd42cf397368d6fd88d84ae634,14,6,98876,343,401
org.apache:cocoon,5dd65b6b245746f9bb17d6740d37968c66d9919f,449,878,99105,317,240
org.apache:cocoon,ef3896d9a0d25f1eca37d588aaf13ac7a3bc1a17,4487,4265,99192,676,1054
org.apache:cocoon,a335962ed14596bb3f5343b58b46b70a66714aa1,194,45,99260,5158,5314
org.apache:cocoon,4435e721e119e7498454ec21e19bc5bf28a07eb7,133,26,99615,5152,5198
org.apache:cocoon,553989920bd052a160cf43787c23f3121a47bdca,111,120,100184,5277,5220
org.apache:cocoon,3c3338d7a09bfc53c8f78b0df499a3ea8661470e,5,18,100499,5374,5334
org.apache:cocoon,843f505b5925a76eb31ee317186feda47c5e4efb,465,109,100875,4930,4474
org.apache:cocoon,0be3acc2d59d4f76db6891854f9987eafee598bf,64,16,100984,908,318
org.apache:cocoon,49884c55b0a0c044e7d5157806fef6df7bad50fb,12,72,101024,778,289
org.apache:cocoon,d887dbb3f31b7da2d56eb3f7b748e4ddc0e9ec17,163,61,101436,657,335
org.apache:cocoon,eb7ac9cf2565347aa2864b5ace1b6f820ec4c1ac,131,265,101720,709,276
org.apache:cocoon,8386a16a19280e857cfe552b7bd6c915a848ac73,817,357,101748,835,523
org.apache:cocoon,2c891cf1ffcb2ac0d6d038824d34d3fb9c62eddb,82,67,102045,1187,771
org.apache:cocoon,76c3322a075c7bc222dfc93f3740f244e2b3ce84,218,234,102348,1205,822
org.apache:cocoon,47cc6479089f527abed5a029d21b8e90fd78783b,14,14,102352,1411,984
org.apache:cocoon,9c30bf9019fb7e84fcf5c883910ffdad33e0033d,14,14,102505,1262,937
org.apache:cocoon,8a20bbcbae247fca84f0536eb57f042ee91316c3,195,150,102940,1145,686
org.apache:cocoon,81ba3d2676ebf2b8a11fc6e80004d040e84b08c6,233,197,103056,523,479
org.apache:cocoon,64cc6a0cdaab76ebce76e8e81240d8db3a8aa91b,4,4,103316,674,609
org.apache:cocoon,2faf9e7056abb7cb0feeef7b45a64109a38854bc,341,140,103922,460,379
org.apache:cocoon,174699daffd28f97803794412295d3ba640f3c88,9,10,104032,787,505
org.apache:cocoon,ccdcc21476ee470599d561b9e52e9d396332960c,275,347,104622,782,501
org.apache:cocoon,79929b79c080288175674bdd6f114a72661094f9,131,45,104625,862,698
org.apache:cocoon,e9b8df529538d9ee7f0c22ca37b94839742db74c,124,63,105238,760,546
org.apache:cocoon,af2578aff4942502bb7fbf591ade4c24b45270c5,40,42,105276,880,605
org.apache:cocoon,b6b5b340c6cc50fda0c0af8d8d4d56c9eeebad3e,62,37,105550,579,507
org.apache:cocoon,f7268c7c966c73102e3ae82f9340bd337a1eed32,55,216,105610,632,534
org.apache:cocoon,640ccc84a9411b131ea06d0174f17ff640e3d949,14,14,105763,412,403
org.apache:cocoon,d6161b38e7983e041c88389bdf6fd0460feb7901,157,30,106195,295,372
org.apache:cocoon,cdda0cac5f96a65a3e0b947862ed9c7e635c2454,33,6,106204,328,339
org.apache:cocoon,59636c05c733bb24b05629513d203ecd4600bc30,80,73,106995,321,303
org.apache:cocoon,6b3462339faa8bf2eb92f58b1f853e3a68a5ec67,88,77,107112,339,339
org.apache:cocoon,80442d147c5702eb1b9e05ad545d9f1e096be620,406,99,107195,372,200
org.apache:cocoon,90b285a8b52bd3416434a4efbeb638a2e71f095d,161,35,107520,764,285
org.apache:cocoon,0157bbd111418e6ae9aa353d1807a1bde904f69f,35,31,107840,768,290
org.apache:cocoon,8595c1383275e77965e2445f9ea679f6fdbf9793,15,93,108156,770,315
org.apache:cocoon,d297f87318f41fb2fec1e3266e411458851837cb,462,298,109008,705,335
org.apache:cocoon,1ac80a7aeecb3ec4c73155efd2c1a61d776e474e,1,1,109495,1079,556
org.apache:cocoon,ea962c1cb8317ebdb948050f3563d2e37bef817c,433,89,109641,674,458
org.apache:cocoon,c92a84f5cc63787518b680f7f15b59d77659ded7,94,80,109675,946,512
org.apache:cocoon,d29c706514de9c13f42c7d3166deab4a248762f1,204,79,109812,1005,561
org.apache:cocoon,2f03f564f32fa7035afca432d28ef797900d3337,75,48,110680,1194,547
org.apache:cocoon,0228ffe90eae0f8668c3f8dfc82d6df7fddf7d1c,0,5,111665,807,297
org.apache:cocoon,df93c6c0684f367aec5b78b81b11f190b1230f7b,179,101,111790,806,301
org.apache:cocoon,ca78ca887c2522622f3faa2c241d63948f45eab3,187,195,111845,552,313
org.apache:cocoon,302d7ccf3a8f39608cd7356390af5c7e3e27cea5,90,86,112455,645,428
org.apache:cocoon,4f28aada4e713928ced951e9c64e8b38cb615c84,45,31,112615,531,435
org.apache:cocoon,66f1787beb845477e5cafafdb7d1475f12bae538,100,29,112632,501,418
org.apache:cocoon,ee61eca39f8e77f5dc0e9a66b1d565bc6e427424,3,0,112640,601,442
org.apache:cocoon,25e0e691fe6338e95c893d62b254c3af3a3e839d,66,30,112695,425,341
org.apache:cocoon,831674ba487e0b3e9274e54a4a60863c98ee3261,42,188,113056,304,176
org.apache:cocoon,6756c620ba3a3f9910c88c42a5f3ab51bdb1bcff,189,75,113407,256,278
org.apache:cocoon,8b8ed20ac421830bb2696b222b13d8bc20a418a8,76,19,113470,400,322
org.apache:cocoon,aeda663e569c0adfa2a9c4ec9fbae923d15ebac0,510,511,113701,376,312
org.apache:cocoon,1a20ff1af2abaa46325cc9adb1d6646fd6ee1757,13,10,113790,883,823
org.apache:cocoon,8f462fd4658716c92abf12552024c1f89b027c47,289,62,114472,830,803
org.apache:cocoon,ba15d59b082eec2c3e2c0326fa05031b8cd72f0b,303,14,114653,1077,677
